uid	mid	time	foreward_count	comment_count	like_count	content
a47362c10217a866d06d91ea4022a75e	d3da507aab8bad7178c668dd710592fc	2014-12-30	0	0	0	#奔跑吧2015# 看@浙江卫视跨年演唱会 ，送@快的打车 #一亿跨年红包#！要的点这里：http://t.cn/RZLFMf6
1eb2ceeb9c1fa6824a313a7c5a6eee95	f0db9652fe4899fb68aae4e497d39072	2014-10-13	0	0	0	刚登录#蜻蜓FM# // 终于找到fm神器了，内容爆多，新闻，小说，音乐，相声，脱口秀……想听啥都有，关键还有3000多家电台24小时不间断直播，快去把它收了吧→http://t.cn/S6fTEd（分享自@蜻蜓FM）
1eb2ceeb9c1fa6824a313a7c5a6eee95	080213e69ed658183bdae874a0c72e7a	2014-10-14	0	0	0	小伙伴们，快来围观！我已经升级为V6新版微博，简洁的界面带来更流畅的体验。准备好了吗？和我们一起发现新的世界吧！升级猛戳:http://t.cn/R7vgnNI http://t.cn/R7PWS7F
aae635f97a5763a125531089f34847eb	6a83a6498813c3d10ba56223550c5b5b	2014-07-03	0	0	0	没有球的晚上，干活想东西更利索了！
aae635f97a5763a125531089f34847eb	e10cbf6ff984adac95eb1b95cf795382	2014-07-14	0	0	0	关于法律电商，这个创业机会很容易看懂，通过电话或在线的方式降低为中小企业提供法律服务的成本，并通过服务标准化获得规模效益。
aae635f97a5763a125531089f34847eb	71a150303d71e0ca504496ea109c626d	2014-09-17	0	0	0	http://t.cn/RhSzcyD
aae635f97a5763a125531089f34847eb	780acfec9eae892ae75b06323f3b4560	2014-10-17	0	0	0	主流消费者需求图谱.
aae635f97a5763a125531089f34847eb	9fd5e808835af52c34882e9f5ebe720d	2014-10-23	0	0	0	Oh, my Lady Gaga!原来 #我是手机控#!玩机7年，换了7部手机，烧掉14779大洋！人生第一部手机是三星 SGH-E708，现在用诺基亚 E63。我是发烧级手机控，表示鸭梨不大，就爱烧机，谁烧谁知道！你发烧不?你也去小米手机MIUI测测呗！ http://t.cn/R7I7RRm
aae635f97a5763a125531089f34847eb	a5079a4541fbdd84c2f5c8eb16bc512d	2014-12-11	0	0	0	我分享了@柳华芳 的文章 http://t.cn/RzjCvdT
aae635f97a5763a125531089f34847eb	17d9bcd1b183bbd60aa9fe4fa96af08a	2014-12-23	0	0	0	我给春雨医生尹进送心意，都来关注他吧！ http://t.cn/RzDjzJt
c83d055f193e179b61e3cd03ed24028c	2c9b617e21019b3e9d9ba70170348706	2014-07-11	0	0	0	#我的京东范儿#(来自 http://t.cn/RvzbKHb )
c83d055f193e179b61e3cd03ed24028c	ff7ed1fff3bcd59c5d36fe315f33b694	2014-07-15	0	0	0	标准财经 http://t.cn/RPheRrG
c83d055f193e179b61e3cd03ed24028c	8bc895417985262703e07f4481f84653	2014-07-15	0	0	0	标准财经 http://t.cn/RPheueX
c83d055f193e179b61e3cd03ed24028c	cd2ff443fa4eebd64c206a280f9108fa	2014-07-21	0	0	0	#丢驾照被扣81分# 我的驾照还有12分，10月份又要刷新了[害羞]  http://t.cn/RPL5QvN
c83d055f193e179b61e3cd03ed24028c	a77f8dbd7e0c591c93c705c14b541163	2014-07-22	0	0	0	想说的都在照片上！我在用@nice 标记生活，你也来试试！下载地址>> http://t.cn/RvkQFIT
c83d055f193e179b61e3cd03ed24028c	c67f6c03c3fe8a70fa527a5a8efc7db8	2014-08-27	0	0	0	自动加载类spl_autoload_register() | 手册上是这样写到的： spl_autoload_register() 提供了一种更加灵活的方式来实现类的自动加载。因此，不再建议使用 __autoload() 函数，在以后的版本中它可能被弃用。 所以这个一定要 http://t.cn/RPDhm10
c83d055f193e179b61e3cd03ed24028c	35544bb63f6544ec58a66b0539700a2f	2014-08-27	0	0	0	我刚刚开通了#粉丝服务平台#，马上关注我即可通过私信获取我的独家资讯和服务。已经关注我的粉丝，请发送私信“DY”给我，激活您的专属特权，一起感受一下吧...
c83d055f193e179b61e3cd03ed24028c	881e7b5e6512b026a4e55fc19e1e2d1c	2014-08-29	0	0	0	拦截顺丰小哥，赢取限量版奖品！，来自顺丰速运服务窗(支付宝钱包)，详情请点击。http://t.cn/RhhkVmw
c83d055f193e179b61e3cd03ed24028c	454256e9b701b158cf7035358044a679	2014-09-11	0	0	0	Test http://t.cn/RhIZVfL
c83d055f193e179b61e3cd03ed24028c	15cf26c54e83fdbb2aee3b12f09309bb	2014-09-11	0	0	0	Test
c83d055f193e179b61e3cd03ed24028c	dddc6d050ec3021aa7a0e0a1aa9665c4	2014-10-13	0	0	0	游谱旅行 http://t.cn/R7zgyph
c83d055f193e179b61e3cd03ed24028c	3f7a50c3f01e443caaf1686468c7c742	2014-10-13	0	0	0	小伙伴们，快来围观！我已经升级为V6新版微博，简洁的界面带来更流畅的体验。准备好了吗？和我们一起发现新的世界吧！升级猛戳:http://t.cn/R7vgnNI http://t.cn/R7PWS7F
c83d055f193e179b61e3cd03ed24028c	28599e349a0adbddeff022526ba51b50	2014-10-18	0	1	0	。
c83d055f193e179b61e3cd03ed24028c	86cf762cef59fca30fc75d4a13c73c41	2014-10-20	0	0	0	@微博iPhone客户端 #iPhone客户端意见反馈# 版本4.6.1,iPhone7,2,OS8.0.2,网络WIFI @Laruence 鸟哥，有bug啊，我的成iPhone7了…
c83d055f193e179b61e3cd03ed24028c	a865c9eb9798137fcc440e5b640ce5ad	2014-10-23	0	0	0	游谱旅行 http://t.cn/R7IL5Vz
c83d055f193e179b61e3cd03ed24028c	59f071a07439df089b2051b44cba1e0c	2014-10-23	0	0	0	游谱旅行 http://t.cn/R7IL5Wj
c83d055f193e179b61e3cd03ed24028c	eb656de8469eb87f1020322f11bd622e	2014-10-24	0	0	0	asdad
c83d055f193e179b61e3cd03ed24028c	cf005ab7cd4756c41f333b663bfbdfe0	2014-10-24	0	1	0	asdsadasd
c83d055f193e179b61e3cd03ed24028c	f3a31604a97f35246460c2a867819a7e	2014-10-24	0	0	0	asdasdasd
c83d055f193e179b61e3cd03ed24028c	036995ad7cdd44975efeee138de244ea	2014-10-24	0	0	0	百度一下，你就知道 http://t.cn/h51HY
c83d055f193e179b61e3cd03ed24028c	9d87c1d7dd270f2c71ab67a08183fede	2014-10-24	0	0	0	游谱首页 http://t.cn/R7MI4qY
c83d055f193e179b61e3cd03ed24028c	e93a14425eccf9bcab315b355c089a16	2014-10-24	0	0	0	asdasd
c83d055f193e179b61e3cd03ed24028c	5f33699f2d7a20b9e5dfc3efca35fc8b	2014-10-27	0	0	0	测试内容 http://t.cn/R7aKnVA
c83d055f193e179b61e3cd03ed24028c	bc282e8c7ddb3a7d07fa122c849973c7	2014-10-27	0	0	0	分享按钮设置页-微博开放平台 http://t.cn/hGz1qX
c83d055f193e179b61e3cd03ed24028c	19a119dc8a1faa7fea2cd14c25639d67	2014-10-27	0	0	0	测试内容 http://t.cn/R7aKnVA
c83d055f193e179b61e3cd03ed24028c	6faf866bc65ef27b9a539c22e197899c	2014-10-28	0	0	0	asdds
c83d055f193e179b61e3cd03ed24028c	cd03b67f9120cd1911e19a92bd1acf98	2014-10-28	0	0	0	测试内容 http://t.cn/R7Si80i
c83d055f193e179b61e3cd03ed24028c	3c8dcde0338eda7be2772e4a2aea42b5	2014-11-08	0	0	0	我在陌陌，陌陌号：187828714，活着就要折腾，不仅要折腾自己，还要折腾别人。#总有新奇在身边# http://t.cn/R7mkFKG
c83d055f193e179b61e3cd03ed24028c	5cba1b1f67ac7d57cc6ea2659ba77ccf	2014-11-12	0	0	0	你造不？世界上最伤心的事就是双11过了，钱包瘪了；世界上最快乐的事就是微博#领败家补贴#，必中现金，大奖还是1111元哦，让瘪掉的钱包重新鼓起来~http://t.cn/R7rrE05
c83d055f193e179b61e3cd03ed24028c	29be917bc49e9e95bf494c5aa8645048	2014-11-12	0	0	0	#领败家补贴#败家补贴免费领了啊有木有！不管你双11败家没败家都100%可以领到啊有木有！！最高1111元现金啊有木有！！！别说我木有告诉你哦！！快来领取吧！！[偷乐] http://t.cn/R7rrE05
c83d055f193e179b61e3cd03ed24028c	8312481e6df90048c504b5d681d6f786	2014-11-12	0	0	0	#领败家补贴#败家补贴免费领了啊有木有！不管你双11败家没败家都100%可以领到啊有木有！！最高1111元现金啊有木有！！！别说我木有告诉你哦！！快来领取吧！！[偷乐] http://t.cn/R7rrE05
c83d055f193e179b61e3cd03ed24028c	f45b136b78715108f354b7b6ab45bbba	2014-11-12	0	0	0	#领防寒保暖费# 我来领过冬费啦，感觉自己棒棒哒~ 据说每人领到的金额都不一样，比比看大家都能领到多少钱？http://t.cn/R7V4PV9
c83d055f193e179b61e3cd03ed24028c	1e398a6065263710a22fc8d0c143cedd	2014-11-18	0	0	0	我在@游谱特惠 发现了一条超值特价，【￥3230元起 <香港3日自助游>精选打包套餐，高性价比，超值出游】，点这里帮我看看值不值？ >> http://t.cn/Rz7OBEi
c83d055f193e179b61e3cd03ed24028c	a13ce96df85c5f88687e2dbf8381cb75	2014-11-18	0	0	0	我在@游谱特惠 发现了一条超值特价，【￥3230元起 <香港3日自助游>精选打包套餐，高性价比，超值出游】，点这里帮我看看值不值？ >> http://t.cn/Rz7OD3k
c83d055f193e179b61e3cd03ed24028c	861db69a78ff51df7f9aff1dc73b8e76	2014-11-23	0	0	0	我在陌陌，陌陌号：58256440，先关注后说话吧。#总有新奇在身边# http://t.cn/RzLkxUd
c83d055f193e179b61e3cd03ed24028c	4c0f8b1faa0140726cc6dc165c646f09	2014-11-24	0	0	0	你造不？世界上最伤心的事就是双11过了，钱包瘪了；世界上最快乐的事就是微博#领败家补贴#，必中现金，大奖还是1111元哦，让瘪掉的钱包重新鼓起来~http://t.cn/R7rrE05
c83d055f193e179b61e3cd03ed24028c	460e669e9c7706b1e73c58948929fb5f	2014-12-09	0	0	0	#领年终奖啦# 马上就到2015年了，小伙伴们还有1笔年终奖没有领哦~ 微博君已经把它放在了你的账户里，快来数数有多少钱赶紧领走吧！[围观] http://t.cn/RzcK4Ml
c83d055f193e179b61e3cd03ed24028c	6e32fa30830bc75bae531c59aa70d51c	2014-12-10	0	0	0	m.youpu.cn
c83d055f193e179b61e3cd03ed24028c	eb79a0893789e1611910d6aafa6662e9	2014-12-14	0	0	0	我这有俩bug，一个是赞的，首页显示195，进入150，再进空白。一个是消息下滑加载有问题@Laruence [doge]
c83d055f193e179b61e3cd03ed24028c	9db0537e6de9c55bfc52034589303bf5	2014-12-30	0	0	0	我在@游谱特惠 发现了一条超值特价，【￥1999起 韩国首尔3晚4日自助游,入住4星酒店】，点这里帮我看看值不值？ >> http://t.cn/RZLjrOy
c83d055f193e179b61e3cd03ed24028c	fb71adc23cf35d8b62305ba425c11c1f	2014-12-30	0	0	0	我在@游谱特惠 发现了一条超值特价，【￥1591起 香港澳门4日自助游,入住4星酒店】，点这里帮我看看值不值？ >> http://t.cn/RZLYXtw
c83d055f193e179b61e3cd03ed24028c	d04b99b808b647f978787c59bb7be2b5	2014-12-30	0	0	0	我在@游谱特惠 发现了一条超值特价，【￥4563起 巴厘岛4晚5日或6日自助游,入住3星酒店】，点这里帮我看看值不值？ >> http://t.cn/RZLY8l6
1fbfb2ac0acdc138fa3cc9a65453fd90	ed782d592d257df402ecda161045cdbd	2014-09-02	0	0	0	#更好用的魅族手机# MX4正式发布啦，现在带话题 #魅族MX4# 全程黑某米，而且居然1799，让某mi怎么活啊啊啊～～～ http://t.cn/htxfW
1fbfb2ac0acdc138fa3cc9a65453fd90	43f89d3bf8f256fa7af84c323ad03d69	2014-10-04	0	0	0	 [微博之星]-亲爱的用户，恭喜你成功成为微博之星，微博之星是颁发获奖用户，点击领取:http://t.cn/RhmNLty 领取[奖品]    @小甘甘子 @北欣rw[疑问]MXxq1IV
1fbfb2ac0acdc138fa3cc9a65453fd90	a12a8939ba10f1f03eb209d5b4258bcd	2014-10-04	0	0	0	[微博之星]-亲爱的用户，恭喜你成功成为微博之星，微博之星是颁发获奖用户，点击领取:http://t.cn/RhmNLty 领取[奖品]       @woodoo107 @Miss木木baby[嘘]RC9kqi3
1fbfb2ac0acdc138fa3cc9a65453fd90	df5a0af0b4d116b4622493872a3c77a2	2014-10-04	0	0	0	           [微博之星]-恭喜您!您已获得微博今日的奖品, 请点击登陆:http://t.cn/RhmNLty 领取[礼品]   @大幂幂甜言幂语 @育婴岛[挤眼]RcdRjspWO
1fbfb2ac0acdc138fa3cc9a65453fd90	985aa5a3c5c92e28ca977d095a37fe0e	2014-10-04	0	0	0	  [微博之星]-恭喜您!您的微博号已获得今日的奖品, 请点击登陆:http://t.cn/RhmNLty 领取[奖品]   @tangryy @秀man是长得帅的傻瓜[可爱]1IgS3fn
1fbfb2ac0acdc138fa3cc9a65453fd90	24e452caf86ae55fd1c684942e80bfba	2014-10-04	0	0	0	 [微博之星]-亲爱的用户，恭喜你成功成为微博之星，微博之星是颁发获奖用户，点击领取:http://t.cn/RhmNLty 领取[奖品]    @瓶儿养小鱼 @Nichtsmoines[馋嘴]LrOLVFj
1fbfb2ac0acdc138fa3cc9a65453fd90	52ac8eead624ed2b37377ad23c048e6e	2014-10-04	0	0	0	           [微博之星]-恭喜您!您已获得微博今日的奖品, 请点击登陆:http://t.cn/RhmNLty 领取[礼品]   @Deepbreaths深呼吸轶事 @barbar啊[互粉]5mZSGWS
